1,1,5,874965758
1,2,3,876893171
1,3,4,878542960
1,4,3,876893119
1,5,3,889751712
1,7,4,875071561
1,8,1,875072484
1,9,5,878543541
1,11,2,875072262
1,13,5,875071805
1,15,5,875071608
1,16,5,878543541
1,18,4,887432020
1,19,5,875071515
1,21,1,878542772
1,22,4,875072404
1,25,4,875071805
1,26,3,875072442
1,28,4,875072173
1,29,1,878542869
1,30,3,878542515
1,32,5,888732909
1,34,2,878542869
1,35,1,878542420
1,37,2,878543030
1,38,3,878543075
1,40,3,876893230
1,41,2,876892818
1,42,5,876892425
1,43,4,878542869
1,45,5,875241687
1,46,4,876893230
1,48,5,875072520
1,50,5,874965954
1,52,4,875072205
1,55,5,875072688
1,57,5,878542459
1,58,4,878542960
1,59,5,876892817
1,63,2,878543196
1,66,4,878543030
1,68,4,875072688
1,71,3,876892425
1,75,4,878543238
1,77,4,876893205
1,79,4,875072865
1,83,3,875072370
1,87,5,878543541
1,88,4,878542791
1,89,5,875072484
1,93,5,875071484
1,94,2,875072956
1,95,4,875072303
1,99,3,875072547
1,101,2,878542845
1,105,2,875240739
1,106,4,875241390
1,109,5,874965739
1,110,1,878542845
1,111,5,889751711
1,115,5,878541637
1,116,3,878542960
1,119,5,876893098
1,122,3,875241498
1,123,4,875071541
1,124,5,875071484
1,126,2,875071713
1,127,5,874965706
1,131,1,878542552
1,133,4,876892818
1,135,4,875072404
1,136,3,876893206
1,137,5,875071541
1,138,1,878543006
1,139,3,878543216
1,141,3,878542608
1,142,2,878543238
1,144,4,875073180
1,146,4,875071561
1,147,3,875240993
1,149,2,878542791
1,152,5,878542589
1,153,3,876893230
1,156,4,874965556
1,158,3,878542699
1,162,4,878542420
1,165,5,874965518
1,166,5,874965677
1,167,2,878542383
1,168,5,874965478
1,169,5,878543541
1,172,5,874965478
1,173,5,878541803
1,176,5,876892468
1,178,5,878543541
1,179,3,875072370
1,181,5,874965739
1,182,4,875072520
1,187,4,874965678
1,191,5,875072956
1,192,4,875072547
1,194,4,876892743
1,195,5,876892855
1,197,5,875072956
1,198,5,878542717
1,199,4,875072262
1,203,4,878542231
1,204,5,875072688
1,205,3,878542909
1,207,5,875073067
1,211,3,878541970
1,216,5,876892701
1,217,3,876892676
1,220,3,875241390
1,223,5,876892918
1,231,1,876893031
1,234,4,876892355
1,237,2,875071749
1,238,4,875072235
1,239,4,878542845
1,240,3,875071898
1,244,2,887431973
1,245,2,875071713
1,246,5,874965905
1,247,1,875241619
1,249,4,874965970
1,251,4,875071843
1,256,4,889751712
1,257,4,874965954
1,261,1,875692992
1,263,1,875693007
1,268,5,875692927
1,269,5,877482427
1,270,5,888732827
1,271,2,887431672
2,1,4,888550871
2,10,2,888551853
2,14,4,888551853
2,25,4,888551648
2,100,5,888552084
2,111,4,888551853
2,127,5,888552084
2,237,4,888552017
2,242,5,888552084
2,255,4,888551341
2,258,3,888549961
2,269,4,888550774
2,272,5,888979061
2,273,4,888551647
2,274,3,888551497
2,275,5,888550939
2,276,4,888551552
2,277,4,888551174
2,278,3,888551647
2,282,4,888551922
2,283,5,888552084
2,284,4,888552017
2,285,5,888552084
2,286,4,888549960
2,287,3,888551235
2,288,3,888550252
2,289,3,888979353
2,291,3,888551647
2,293,4,888550939
2,294,1,888551648
2,295,4,888551164
2,296,3,888550871
2,300,4,888979197
2,302,5,888552084
2,304,4,888979197
2,305,3,888550065
2,306,4,888550774
2,309,1,888980029
2,310,4,888979061
2,311,5,888552084
3,181,4,889237482
3,258,2,889237026
3,260,4,889237455
3,268,3,889236961
3,271,3,889237224
3,288,2,889237026
3,302,2,889236939
3,303,3,889236983
3,317,2,889237482
3,319,2,889237026
3,320,5,889237482
3,321,5,889237455
3,322,3,889237269
3,325,1,889237297
3,326,2,889237224
3,329,4,889237455
3,333,2,889236939
3,336,1,889237198
3,338,2,889237297
3,339,3,889237141
3,340,5,889237455
3,342,4,889237174
3,344,4,889236939
3,346,5,889237455
3,347,5,889237455
3,352,2,889237055
3,353,1,889237122
3,355,3,889237247
4,11,4,892004520
4,210,3,892003374
4,258,5,892001374
4,271,4,892001690
4,300,5,892001445
4,301,5,892002353
4,324,5,892002353
4,327,5,892002352
4,328,3,892001537
4,329,5,892002352
4,358,2,892004275
4,359,5,892002352
4,360,5,892002352
4,362,5,892002352
5,21,3,875635327
5,25,3,875635318
5,29,4,875637023
5,50,4,875635758
5,63,1,878844629
5,66,1,875721019
5,70,4,875636389
5,95,4,875721168
5,99,3,875721216
5,101,5,878844510
5,105,3,875635443
5,121,4,875635189
5,135,4,875637536
5,145,1,875720830
5,151,3,875635723
5,162,1,875721572
5,163,5,879197864
5,168,3,875636691
5,169,5,878844495
5,172,5,875636130
5,174,5,875636130
5,181,5,875635757
5,183,4,875636014
5,186,5,875636375
5,189,5,878844495
5,194,4,878845197
5,200,2,875720717
5,204,4,875636675
5,208,4,875636675
5,210,3,875636099
5,216,1,875720967
5,226,3,875635962
5,228,5,875636070
5,229,2,875635947
5,233,4,875729064
5,235,4,875635384
5,239,4,875636655
5,250,3,875635265
5,257,5,875635239
5,365,1,875637144
5,366,3,875637145
5,367,3,875636281
5,368,1,875635457
5,371,1,875720967
5,373,3,875635907
5,374,3,875636905
5,375,3,875637587
5,378,1,875721167
5,380,3,875637191
5,381,1,875636540
5,383,3,875636588
5,386,2,875636230
5,387,3,875637419
5,390,5,875636340
5,392,2,875637330
5,395,2,879198898
5,396,5,875636265
5,398,2,875636167
5,399,3,875635947
5,401,5,875636308
5,404,2,875721216
5,405,3,875635225
5,406,1,875635807
5,408,5,878844495
5,409,2,878844651
5,412,3,875635416
5,414,3,875636691
5,415,1,875636842
5,416,1,875721196
5,419,3,875636815
5,420,3,875721168
5,425,2,875637440
5,427,3,875721167
5,430,5,875636631
5,431,3,875636099
5,432,4,875636793
5,434,5,875637033
5,437,1,878844423
5,438,1,878844423
5,440,1,878844423
5,442,1,879198898
5,443,4,875720744
5,446,4,875720845
5,447,3,875720744
5,448,2,875720692
5,449,2,875636099
5,450,1,875635962
5,451,1,875636571
5,452,1,878844397
5,455,4,875635174
5,456,1,875636375
6,1,4,883599478
6,7,2,883599102
6,8,4,883600657
6,9,4,883599205
6,12,4,883601053
6,13,2,883599400
6,21,3,883600152
6,22,3,883602048
6,47,3,883600943
6,50,4,883600842
6,64,4,883600597
6,71,4,883601053
6,79,3,883600747
6,89,4,883600842
6,111,2,883599478
6,127,5,883599134
6,132,5,883602422
6,137,5,883599327
6,153,4,883603013
6,165,5,883600747
6,166,4,883601426
6,168,4,883602865
6,169,4,883600943
6,170,4,883602574
6,173,5,883602462
6,174,4,883600985
6,177,4,883600818
6,178,4,883600785
6,182,4,883268776
6,185,5,883601393
6,186,4,883602730
6,191,4,883601088
6,192,4,883600914
6,194,4,883601365
6,200,3,883602422
6,202,3,883602690
6,203,3,883602864
6,216,5,883601500
6,223,4,883600747
6,237,2,883599914
6,242,4,883268170
6,246,3,883599509
6,257,2,883599478
6,259,1,883268375
6,261,3,883268522
6,268,3,883268406
6,272,4,883717304
6,274,4,883602501
6,285,3,883599431
6,293,3,883599327
6,298,3,883599558
6,302,4,883268222
6,303,3,883268321
6,306,4,883268246
6,308,3,883600445
6,309,2,883268430
6,310,2,883268353
6,317,3,883602174
6,321,3,883268353
6,340,2,883268278
6,367,2,883602690
6,405,1,883600066
6,408,4,883599075
6,410,4,883599707
6,419,4,883602284
6,425,3,883602865
6,427,4,883600707
6,435,4,883601529
6,460,2,883600004
6,461,4,883601393
6,462,5,883600914
6,464,2,883601365
6,465,1,883683508
6,468,3,883602174
6,472,1,883600003
6,473,2,883600111
6,474,5,883601277
6,482,4,883601203
6,485,5,883602664
6,489,5,883601011
6,490,5,883601365
6,491,4,883602174
6,493,5,883601713
6,494,4,883601713
6,495,4,883601366
6,496,4,883601155
6,497,4,883601088
6,501,5,883602730
6,502,4,883602664
6,503,3,883602133
6,504,3,883601155
6,505,4,883602422
6,507,4,883601310
6,510,4,883600785
6,512,4,883601155
6,514,5,883600657
6,516,4,883602664
6,519,5,883601365
6,520,4,883600985
6,522,5,883601500
6,527,4,883600877
6,529,4,883601459
6,530,4,883601203
6,531,4,883600747
6,533,4,883599830
6,535,2,883600030
6,536,4,883599400
6,537,4,883601277
6,538,2,883268483
6,539,2,883681433
7,4,5,891351772
7,9,5,891351432
7,11,3,891352451
7,12,5,892135346
7,23,3,891351383
7,25,3,891352451
7,27,4,891352692
7,29,3,891353828
7,31,4,892134959
7,39,5,891353614
7,47,5,891352692
7,50,5,891351042
7,51,2,891352984
7,52,4,891353801
7,56,5,891351432
7,62,3,891354499
7,64,5,891350756
7,68,4,891351547
7,69,5,891351728
7,70,1,891352557
7,71,5,891352692
7,73,3,892133154
7,77,5,891353325
7,80,4,891354381
